Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Norte	Rondonia	2024/31	23
Norte	Rondonia	2024/32	22
Norte	Rondonia	2024/33	14
Norte	Rondonia	2024/34	20
Norte	Rondonia	2024/35	15
Norte	Rondonia	2024/36	6
Norte	Rondonia	2024/37	16
Norte	Rondonia	2024/38	10
Norte	Rondonia	2024/39	8
Norte	Rondonia	2024/40	4
Norte	Rondonia	2024/41	7
Norte	Rondonia	2024/42	11
Norte	Rondonia	2024/43	8
Norte	Rondonia	2024/44	12
Norte	Rondonia	2024/45	10
Norte	Rondonia	2024/46	18
Norte	Rondonia	2024/47	14
Norte	Rondonia	2024/48	16
Norte	Rondonia	2024/49	24
Norte	Rondonia	2024/50	18
Norte	Rondonia	2024/51	22
Norte	Rondonia	2024/52	2
Norte	Rondonia	2025/01	33
Norte	Rondonia	2025/02	30
Norte	Rondonia	2025/03	33
Norte	Rondonia	2025/04	61
Norte	Rondonia	2025/05	109
Norte	Rondonia	2025/06	133
Norte	Rondonia	2025/07	70
Norte	Rondonia	2025/08	57
Norte	Rondonia	2025/09	111
Norte	Rondonia	2025/10	161
Norte	Rondonia	2025/11	283
Norte	Rondonia	2025/12	391
Norte	Rondonia	2025/13	310
Norte	Rondonia	2025/14	170
Norte	Rondonia	2025/15	92
Norte	Rondonia	2025/16	127
Norte	Rondonia	2025/17	147
Norte	Rondonia	2025/18	125
Norte	Rondonia	2025/19	95
Norte	Rondonia	2025/20	56
Norte	Para	2024/01	187
Norte	Para	2024/02	241
Norte	Para	2024/03	325
Norte	Para	2024/04	394
Norte	Para	2024/05	611
Norte	Para	2024/06	683
Norte	Para	2024/07	1.060
Norte	Para	2024/08	1.135
Norte	Para	2024/09	1.217
Norte	Para	2024/10	1.146
Norte	Para	2024/11	1.164
Norte	Para	2024/12	1.122
Norte	Para	2024/13	945
Norte	Para	2024/14	1.069
Norte	Para	2024/15	877
Norte	Para	2024/16	853
Norte	Para	2024/17	675
Norte	Para	2024/18	553
Norte	Para	2024/19	530
Norte	Para	2024/20	434
Norte	Para	2024/21	351
Norte	Para	2024/22	271
Norte	Para	2024/23	337
Norte	Para	2024/24	338
Norte	Para	2024/25	288
Norte	Para	2024/26	272
Norte	Para	2024/27	256
Norte	Para	2024/28	238
Norte	Para	2024/29	211
Norte	Para	2024/30	191
Norte	Para	2024/31	199
Norte	Para	2024/32	196
Norte	Para	2024/33	157
Norte	Para	2024/34	195
Norte	Para	2024/35	163
Norte	Para	2024/36	138
Norte	Para	2024/37	165
Norte	Para	2024/38	173
Norte	Para	2024/39	134
Norte	Para	2024/40	128
Norte	Para	2024/41	85
Norte	Para	2024/42	109
Norte	Para	2024/43	120
Norte	Para	2024/44	128
Norte	Para	2024/45	146
Norte	Para	2024/46	159
Norte	Para	2024/47	201
Norte	Para	2024/48	148
Norte	Para	2024/49	180
Norte	Para	2024/50	196
Norte	Para	2024/51	176
Norte	Para	2024/52	83
Norte	Para	2025/01	302
Norte	Para	2025/02	485
Norte	Para	2025/03	666
Norte	Para	2025/04	671
Norte	Para	2025/05	740
Norte	Para	2025/06	862
Norte	Para	2025/07	944
Norte	Para	2025/08	788
Norte	Para	2025/09	683
Norte	Para	2025/10	689
Norte	Para	2025/11	712
Norte	Para	2025/12	753
Norte	Para	2025/13	678
Norte	Para	2025/14	660
Norte	Para	2025/15	589
Norte	Para	2025/16	547
Norte	Para	2025/17	718
Norte	Para	2025/18	559
Norte	Para	2025/19	501
Norte	Para	2025/20	336
Norte	Amazonas	2024/01	506
Norte	Amazonas	2024/02	466
Norte	Amazonas	2024/03	606
Norte	Amazonas	2024/04	377
Norte	Amazonas	2024/05	399
Norte	Amazonas	2024/06	481
Norte	Amazonas	2024/07	462
Norte	Amazonas	2024/08	444
Norte	Amazonas	2024/09	417
Norte	Amazonas	2024/10	376
Norte	Amazonas	2024/11	332
Norte	Amazonas	2024/12	234
Norte	Amazonas	2024/13	149
Norte	Amazonas	2024/14	214
Norte	Amazonas	2024/15	166
Norte	Amazonas	2024/16	148
Norte	Amazonas	2024/17	103
Norte	Amazonas	2024/18	98
Norte	Amazonas	2024/19	90
Norte	Amazonas	2024/20	73
Norte	Amazonas	2024/21	79
Norte	Amazonas	2024/22	59
Norte	Amazonas	2024/23	56
Norte	Amazonas	2024/24	48
Norte	Amazonas	2024/25	43
Norte	Amazonas	2024/26	61
Norte	Amazonas	2024/27	71
Norte	Amazonas	2024/28	65
Norte	Amazonas	2024/29	70
Norte	Amazonas	2024/30	57
Norte	Amazonas	2024/31	61
Norte	Amazonas	2024/32	67
Norte	Amazonas	2024/33	63
Norte	Amazonas	2024/34	69
Norte	Amazonas	2024/35	93
Norte	Amazonas	2024/36	86
Norte	Amazonas	2024/37	109
Norte	Amazonas	2024/38	74
Norte	Amazonas	2024/39	65
Norte	Amazonas	2024/40	64
Norte	Amazonas	2024/41	85
Norte	Amazonas	2024/42	78
Norte	Amazonas	2024/43	92
Norte	Amazonas	2024/44	118
Norte	Amazonas	2024/45	94
Norte	Amazonas	2024/46	75
Norte	Amazonas	2024/47	136
Norte	Amazonas	2024/48	93
Norte	Amazonas	2024/49	145
Norte	Amazonas	2024/50	126
Norte	Amazonas	2024/51	99
Norte	Amazonas	2024/52	56
Norte	Amazonas	2025/01	154
Norte	Amazonas	2025/02	161
Norte	Amazonas	2025/03	174
Norte	Amazonas	2025/04	197
Norte	Amazonas	2025/05	190
Norte	Amazonas	2025/06	180
Norte	Amazonas	2025/07	212
Norte	Amazonas	2025/08	205
Norte	Amazonas	2025/09	172
Norte	Amazonas	2025/10	217
Norte	Amazonas	2025/11	275
Norte	Amazonas	2025/12	211
Norte	Amazonas	2025/13	270
Norte	Amazonas	2025/14	288
Norte	Amazonas	2025/15	245
Norte	Amazonas	2025/16	208
Norte	Amazonas	2025/17	209
Norte	Amazonas	2025/18	176
Norte	Amazonas	2025/19	191
Norte	Amazonas	2025/20	140
Norte	Amapa	2024/01	140
Norte	Amapa	2024/02	210
Norte	Amapa	2024/03	217
Norte	Amapa	2024/04	197
Norte	Amapa	2024/05	337
Norte	Amapa	2024/06	379
Norte	Amapa	2024/07	523
Norte	Amapa	2024/08	592
Norte	Amapa	2024/09	670
Norte	Amapa	2024/10	568
Norte	Amapa	2024/11	359
Norte	Amapa	2024/12	340
Norte	Amapa	2024/13	365
Norte	Amapa	2024/14	410
Norte	Amapa	2024/15	320
Norte	Amapa	2024/16	305
Norte	Amapa	2024/17	209
Norte	Amapa	2024/18	200
Norte	Amapa	2024/19	176
Norte	Amapa	2024/20	190
Norte	Amapa	2024/21	158
Norte	Amapa	2024/22	165
Norte	Amapa	2024/23	203
Norte	Amapa	2024/24	200
Norte	Amapa	2024/25	206
Norte	Amapa	2024/26	186
Norte	Amapa	2024/27	290
Norte	Amapa	2024/28	253
Norte	Amapa	2024/29	266
Norte	Amapa	2024/30	229
Norte	Amapa	2024/31	298
Norte	Amapa	2024/32	217
Norte	Amapa	2024/33	200
Norte	Amapa	2024/34	181
Norte	Amapa	2024/35	130
Norte	Amapa	2024/36	113
Norte	Amapa	2024/37	101
Norte	Amapa	2024/38	108
Norte	Amapa	2024/39	94
Norte	Amapa	2024/40	97
Norte	Amapa	2024/41	74
Norte	Amapa	2024/42	70
Norte	Amapa	2024/43	52
Norte	Amapa	2024/44	53
Norte	Amapa	2024/45	28
Norte	Amapa	2024/46	47
Norte	Amapa	2024/47	30
Norte	Amapa	2024/48	21
Norte	Amapa	2024/49	23
Norte	Amapa	2024/50	19
Norte	Amapa	2024/51	18
Norte	Amapa	2024/52	7
Norte	Amapa	2025/01	44
Norte	Amapa	2025/02	92
Norte	Amapa	2025/03	84
Norte	Amapa	2025/04	108
Norte	Amapa	2025/05	140
Norte	Amapa	2025/06	127
Norte	Amapa	2025/07	136
Norte	Amapa	2025/08	142
Norte	Amapa	2025/09	102
Norte	Amapa	2025/10	74
Norte	Amapa	2025/11	69
Norte	Amapa	2025/12	66
Norte	Amapa	2025/13	61
Norte	Amapa	2025/14	54
Norte	Amapa	2025/15	41
Norte	Amapa	2025/16	54
Norte	Amapa	2025/17	34
Norte	Amapa	2025/18	27
Norte	Amapa	2025/19	23
Norte	Amapa	2025/20	6
Norte	Acre	2024/01	662
Norte	Acre	2024/02	497
Norte	Acre	2024/03	463
Norte	Acre	2024/04	356
Norte	Acre	2024/05	255
Norte	Acre	2024/06	187
Norte	Acre	2024/07	139
Norte	Acre	2024/08	141
Norte	Acre	2024/09	123
Norte	Acre	2024/10	121
Norte	Acre	2024/11	116
Norte	Acre	2024/12	74
Norte	Acre	2024/13	92
Norte	Acre	2024/14	78
Norte	Acre	2024/15	80
Norte	Acre	2024/16	94
Norte	Acre	2024/17	72
Norte	Acre	2024/18	62
Norte	Acre	2024/19	51
Norte	Acre	2024/20	30
Norte	Acre	2024/21	34
Norte	Acre	2024/22	38
Norte	Acre	2024/23	21
Norte	Acre	2024/24	22
Norte	Acre	2024/25	20
Norte	Acre	2024/26	23
Norte	Acre	2024/27	23
Norte	Acre	2024/28	21
Norte	Acre	2024/29	21
Norte	Acre	2024/30	15
Norte	Acre	2024/31	24
Norte	Acre	2024/32	26
Norte	Acre	2024/33	21
Norte	Acre	2024/34	18
Norte	Acre	2024/35	17
Norte	Acre	2024/36	19
Norte	Acre	2024/37	29
Norte	Acre	2024/38	29
Norte	Acre	2024/39	36
Norte	Acre	2024/40	64
Norte	Acre	2024/41	68
Norte	Acre	2024/42	69
Norte	Acre	2024/43	88
Norte	Acre	2024/44	93
Norte	Acre	2024/45	87
Norte	Acre	2024/46	136
Norte	Acre	2024/47	177
Norte	Acre	2024/48	185
Norte	Acre	2024/49	252
Norte	Acre	2024/50	360
Norte	Acre	2024/51	403
Norte	Acre	2024/52	198
Norte	Acre	2025/01	496
Norte	Acre	2025/02	523
Norte	Acre	2025/03	513
Norte	Acre	2025/04	612
Norte	Acre	2025/05	649
Norte	Acre	2025/06	651
Norte	Acre	2025/07	584
Norte	Acre	2025/08	626
Norte	Acre	2025/09	535
Norte	Acre	2025/10	355
Norte	Acre	2025/11	380
Norte	Acre	2025/12	406
Norte	Acre	2025/13	290
Norte	Acre	2025/14	237
Norte	Acre	2025/15	181
Norte	Acre	2025/16	218
Norte	Acre	2025/17	207
Norte	Acre	2025/18	198
Norte	Acre	2025/19	253
Norte	Acre	2025/20	363
Nordeste	Sergipe	2024/01	18
Nordeste	Sergipe	2024/02	26
Nordeste	Sergipe	2024/03	16
Nordeste	Sergipe	2024/04	16
Nordeste	Sergipe	2024/05	27
Nordeste	Sergipe	2024/06	23
Nordeste	Sergipe	2024/07	51
Nordeste	Sergipe	2024/08	96
Nordeste	Sergipe	2024/09	97
Nordeste	Sergipe	2024/10	78
Nordeste	Sergipe	2024/11	87
Nordeste	Sergipe	2024/12	66
Nordeste	Sergipe	2024/13	69
Nordeste	Sergipe	2024/14	103
Nordeste	Sergipe	2024/15	73
Nordeste	Sergipe	2024/16	61
Nordeste	Sergipe	2024/17	68
Nordeste	Sergipe	2024/18	50
Nordeste	Sergipe	2024/19	49
Nordeste	Sergipe	2024/20	47
Nordeste	Sergipe	2024/21	45
Nordeste	Sergipe	2024/22	52
Nordeste	Sergipe	2024/23	69
Nordeste	Sergipe	2024/24	65
Nordeste	Sergipe	2024/25	42
Nordeste	Sergipe	2024/26	40
Nordeste	Sergipe	2024/27	38
Nordeste	Sergipe	2024/28	49
Nordeste	Sergipe	2024/29	41
Nordeste	Sergipe	2024/30	37
Nordeste	Sergipe	2024/31	36
Nordeste	Sergipe	2024/32	25
Nordeste	Sergipe	2024/33	24
Nordeste	Sergipe	2024/34	37
Nordeste	Sergipe	2024/35	18
Nordeste	Sergipe	2024/36	24
Nordeste	Sergipe	2024/37	19
Nordeste	Sergipe	2024/38	11
Nordeste	Sergipe	2024/39	10
Nordeste	Sergipe	2024/40	23
Nordeste	Sergipe	2024/41	11
Nordeste	Sergipe	2024/42	15
Nordeste	Sergipe	2024/43	10
Nordeste	Sergipe	2024/44	8
Nordeste	Sergipe	2024/45	13
Nordeste	Sergipe	2024/46	3
Nordeste	Sergipe	2024/47	5
Nordeste	Sergipe	2024/48	10
Nordeste	Sergipe	2024/49	7
Nordeste	Sergipe	2024/50	6
Nordeste	Sergipe	2024/51	3
Nordeste	Sergipe	2024/52	2
Nordeste	Sergipe	2025/01	10
Nordeste	Sergipe	2025/02	8
Nordeste	Sergipe	2025/03	6
Nordeste	Sergipe	2025/04	9
Nordeste	Sergipe	2025/05	11
Nordeste	Sergipe	2025/06	13
Nordeste	Sergipe	2025/07	13
Nordeste	Sergipe	2025/08	9
Nordeste	Sergipe	2025/09	11
Nordeste	Sergipe	2025/10	6
Nordeste	Sergipe	2025/11	15
Nordeste	Sergipe	2025/12	27
Nordeste	Sergipe	2025/13	31
Nordeste	Sergipe	2025/14	42
Nordeste	Sergipe	2025/15	39
Nordeste	Sergipe	2025/16	49
Nordeste	Sergipe	2025/17	72
Nordeste	Sergipe	2025/18	66
Nordeste	Sergipe	2025/19	67
Nordeste	Sergipe	2025/20	53
Nordeste	Rio Grande Do Norte	2024/01	118
Nordeste	Rio Grande Do Norte	2024/02	120
Nordeste	Rio Grande Do Norte	2024/03	143
Nordeste	Rio Grande Do Norte	2024/04	131
Nordeste	Rio Grande Do Norte	2024/05	155
Nordeste	Rio Grande Do Norte	2024/06	213
Nordeste	Rio Grande Do Norte	2024/07	391
Nordeste	Rio Grande Do Norte	2024/08	748
Nordeste	Rio Grande Do Norte	2024/09	924
Nordeste	Rio Grande Do Norte	2024/10	1.176
Nordeste	Rio Grande Do Norte	2024/11	1.276
Nordeste	Rio Grande Do Norte	2024/12	1.141
Nordeste	Rio Grande Do Norte	2024/13	877
Nordeste	Rio Grande Do Norte	2024/14	994
Nordeste	Rio Grande Do Norte	2024/15	889
Nordeste	Rio Grande Do Norte	2024/16	781
Nordeste	Rio Grande Do Norte	2024/17	627
Nordeste	Rio Grande Do Norte	2024/18	496
Nordeste	Rio Grande Do Norte	2024/19	488
Nordeste	Rio Grande Do Norte	2024/20	393
Nordeste	Rio Grande Do Norte	2024/21	336
Nordeste	Rio Grande Do Norte	2024/22	257
Nordeste	Rio Grande Do Norte	2024/23	233
Nordeste	Rio Grande Do Norte	2024/24	224
Nordeste	Rio Grande Do Norte	2024/25	219
Nordeste	Rio Grande Do Norte	2024/26	279
Nordeste	Rio Grande Do Norte	2024/27	310
Nordeste	Rio Grande Do Norte	2024/28	263
Nordeste	Rio Grande Do Norte	2024/29	269
Nordeste	Rio Grande Do Norte	2024/30	200
Nordeste	Rio Grande Do Norte	2024/31	225
Nordeste	Rio Grande Do Norte	2024/32	218
Nordeste	Rio Grande Do Norte	2024/33	187
Nordeste	Rio Grande Do Norte	2024/34	147
Nordeste	Rio Grande Do Norte	2024/35	135
Nordeste	Rio Grande Do Norte	2024/36	136
Nordeste	Rio Grande Do Norte	2024/37	122
Nordeste	Rio Grande Do Norte	2024/38	133
Nordeste	Rio Grande Do Norte	2024/39	122
Nordeste	Rio Grande Do Norte	2024/40	89
Nordeste	Rio Grande Do Norte	2024/41	125
Nordeste	Rio Grande Do Norte	2024/42	115
Nordeste	Rio Grande Do Norte	2024/43	102
Nordeste	Rio Grande Do Norte	2024/44	134
Nordeste	Rio Grande Do Norte	2024/45	116
Nordeste	Rio Grande Do Norte	2024/46	98
Nordeste	Rio Grande Do Norte	2024/47	92
Nordeste	Rio Grande Do Norte	2024/48	110
Nordeste	Rio Grande Do Norte	2024/49	108
Nordeste	Rio Grande Do Norte	2024/50	120
Nordeste	Rio Grande Do Norte	2024/51	122
Nordeste	Rio Grande Do Norte	2024/52	53
Nordeste	Rio Grande Do Norte	2025/01	64
Nordeste	Rio Grande Do Norte	2025/02	89
Nordeste	Rio Grande Do Norte	2025/03	103
Nordeste	Rio Grande Do Norte	2025/04	122
Nordeste	Rio Grande Do Norte	2025/05	124
Nordeste	Rio Grande Do Norte	2025/06	130
Nordeste	Rio Grande Do Norte	2025/07	153
Nordeste	Rio Grande Do Norte	2025/08	167
Nordeste	Rio Grande Do Norte	2025/09	168
Nordeste	Rio Grande Do Norte	2025/10	158
Nordeste	Rio Grande Do Norte	2025/11	252
Nordeste	Rio Grande Do Norte	2025/12	242
Nordeste	Rio Grande Do Norte	2025/13	268
Nordeste	Rio Grande Do Norte	2025/14	366
Nordeste	Rio Grande Do Norte	2025/15	393
Nordeste	Rio Grande Do Norte	2025/16	333
Nordeste	Rio Grande Do Norte	2025/17	477
Nordeste	Rio Grande Do Norte	2025/18	464
Nordeste	Rio Grande Do Norte	2025/19	486
Nordeste	Rio Grande Do Norte	2025/20	288
Nordeste	Piaui	2024/01	88
Nordeste	Piaui	2024/02	137
Nordeste	Piaui	2024/03	109
Nordeste	Piaui	2024/04	123
Nordeste	Piaui	2024/05	213
Nordeste	Piaui	2024/06	345
Nordeste	Piaui	2024/07	461
Nordeste	Piaui	2024/08	700
Nordeste	Piaui	2024/09	679
Nordeste	Piaui	2024/10	819
Nordeste	Piaui	2024/11	873
Nordeste	Piaui	2024/12	788
Nordeste	Piaui	2024/13	635
Nordeste	Piaui	2024/14	823
Nordeste	Piaui	2024/15	748
Nordeste	Piaui	2024/16	745
Nordeste	Piaui	2024/17	684
Nordeste	Piaui	2024/18	552
Nordeste	Piaui	2024/19	598
Nordeste	Piaui	2024/20	667
Nordeste	Piaui	2024/21	620
Nordeste	Piaui	2024/22	496
Nordeste	Piaui	2024/23	532
Nordeste	Piaui	2024/24	436
Nordeste	Piaui	2024/25	320
Nordeste	Piaui	2024/26	204
Nordeste	Piaui	2024/27	201
Nordeste	Piaui	2024/28	187
Nordeste	Piaui	2024/29	189
Nordeste	Piaui	2024/30	155
Nordeste	Piaui	2024/31	118
Nordeste	Piaui	2024/32	102
Nordeste	Piaui	2024/33	78
Nordeste	Piaui	2024/34	79
Nordeste	Piaui	2024/35	68
Nordeste	Piaui	2024/36	54
Nordeste	Piaui	2024/37	42
Nordeste	Piaui	2024/38	31
Nordeste	Piaui	2024/39	26
Nordeste	Piaui	2024/40	40
Nordeste	Piaui	2024/41	37
Nordeste	Piaui	2024/42	42
Nordeste	Piaui	2024/43	37
Nordeste	Piaui	2024/44	25
Nordeste	Piaui	2024/45	35
Nordeste	Piaui	2024/46	36
Nordeste	Piaui	2024/47	30
Nordeste	Piaui	2024/48	45
Nordeste	Piaui	2024/49	22
Nordeste	Piaui	2024/50	36
Nordeste	Piaui	2024/51	19
Nordeste	Piaui	2024/52	11
Nordeste	Piaui	2025/01	40
Nordeste	Piaui	2025/02	71
Nordeste	Piaui	2025/03	104
Nordeste	Piaui	2025/04	128
Nordeste	Piaui	2025/05	145
Nordeste	Piaui	2025/06	177
Nordeste	Piaui	2025/07	235
Nordeste	Piaui	2025/08	239
Nordeste	Piaui	2025/09	235
Nordeste	Piaui	2025/10	264
Nordeste	Piaui	2025/11	273
Nordeste	Piaui	2025/12	365
Nordeste	Piaui	2025/13	330
Nordeste	Piaui	2025/14	390
Nordeste	Piaui	2025/15	366
Nordeste	Piaui	2025/16	301
Nordeste	Piaui	2025/17	370
Nordeste	Piaui	2025/18	293
Nordeste	Piaui	2025/19	284
Nordeste	Piaui	2025/20	195
Nordeste	Pernambuco	2024/01	78
Nordeste	Pernambuco	2024/02	58
Nordeste	Pernambuco	2024/03	83
Nordeste	Pernambuco	2024/04	113
Nordeste	Pernambuco	2024/05	166
Nordeste	Pernambuco	2024/06	237
Nordeste	Pernambuco	2024/07	426
Nordeste	Pernambuco	2024/08	754
Nordeste	Pernambuco	2024/09	995
Nordeste	Pernambuco	2024/10	1.159
Nordeste	Pernambuco	2024/11	1.191
Nordeste	Pernambuco	2024/12	1.196
Nordeste	Pernambuco	2024/13	903
Nordeste	Pernambuco	2024/14	1.205
Nordeste	Pernambuco	2024/15	1.053
Nordeste	Pernambuco	2024/16	1.154
Nordeste	Pernambuco	2024/17	910
Nordeste	Pernambuco	2024/18	846
Nordeste	Pernambuco	2024/19	785
Nordeste	Pernambuco	2024/20	768
Nordeste	Pernambuco	2024/21	768
Nordeste	Pernambuco	2024/22	825
Nordeste	Pernambuco	2024/23	866
Nordeste	Pernambuco	2024/24	789
Nordeste	Pernambuco	2024/25	647
Nordeste	Pernambuco	2024/26	685
Nordeste	Pernambuco	2024/27	784
Nordeste	Pernambuco	2024/28	582
Nordeste	Pernambuco	2024/29	616
Nordeste	Pernambuco	2024/30	501
Nordeste	Pernambuco	2024/31	365
Nordeste	Pernambuco	2024/32	372
Nordeste	Pernambuco	2024/33	352
Nordeste	Pernambuco	2024/34	304
Nordeste	Pernambuco	2024/35	240
Nordeste	Pernambuco	2024/36	282
Nordeste	Pernambuco	2024/37	285
Nordeste	Pernambuco	2024/38	287
Nordeste	Pernambuco	2024/39	236
Nordeste	Pernambuco	2024/40	213
Nordeste	Pernambuco	2024/41	216
Nordeste	Pernambuco	2024/42	228
Nordeste	Pernambuco	2024/43	240
Nordeste	Pernambuco	2024/44	231
Nordeste	Pernambuco	2024/45	229
Nordeste	Pernambuco	2024/46	217
Nordeste	Pernambuco	2024/47	248
Nordeste	Pernambuco	2024/48	258
Nordeste	Pernambuco	2024/49	213
Nordeste	Pernambuco	2024/50	227
Nordeste	Pernambuco	2024/51	249
Nordeste	Pernambuco	2024/52	97
Nordeste	Pernambuco	2025/01	201
Nordeste	Pernambuco	2025/02	228
Nordeste	Pernambuco	2025/03	214
Nordeste	Pernambuco	2025/04	233
Nordeste	Pernambuco	2025/05	265
Nordeste	Pernambuco	2025/06	342
Nordeste	Pernambuco	2025/07	357
Nordeste	Pernambuco	2025/08	440
Nordeste	Pernambuco	2025/09	308
Nordeste	Pernambuco	2025/10	345
Nordeste	Pernambuco	2025/11	526
Nordeste	Pernambuco	2025/12	592
Nordeste	Pernambuco	2025/13	675
Nordeste	Pernambuco	2025/14	864
Nordeste	Pernambuco	2025/15	892
Nordeste	Pernambuco	2025/16	843
Nordeste	Pernambuco	2025/17	859
Nordeste	Pernambuco	2025/18	649
Nordeste	Pernambuco	2025/19	548
Nordeste	Pernambuco	2025/20	350
Nordeste	Paraiba	2024/01	54
Nordeste	Paraiba	2024/02	93
Nordeste	Paraiba	2024/03	98
Nordeste	Paraiba	2024/04	91
Nordeste	Paraiba	2024/05	144
Nordeste	Paraiba	2024/06	156
Nordeste	Paraiba	2024/07	303
Nordeste	Paraiba	2024/08	630
Nordeste	Paraiba	2024/09	865
Nordeste	Paraiba	2024/10	996
Nordeste	Paraiba	2024/11	957
Nordeste	Paraiba	2024/12	1.006
Nordeste	Paraiba	2024/13	686
Nordeste	Paraiba	2024/14	819
Nordeste	Paraiba	2024/15	715
Nordeste	Paraiba	2024/16	649
Nordeste	Paraiba	2024/17	448
Nordeste	Paraiba	2024/18	369
Nordeste	Paraiba	2024/19	384
Nordeste	Paraiba	2024/20	360
Nordeste	Paraiba	2024/21	300
Nordeste	Paraiba	2024/22	223
Nordeste	Paraiba	2024/23	242
Nordeste	Paraiba	2024/24	257
Nordeste	Paraiba	2024/25	183
Nordeste	Paraiba	2024/26	193
Nordeste	Paraiba	2024/27	235
Nordeste	Paraiba	2024/28	188
Nordeste	Paraiba	2024/29	210
Nordeste	Paraiba	2024/30	190
Nordeste	Paraiba	2024/31	201
Nordeste	Paraiba	2024/32	215
Nordeste	Paraiba	2024/33	206
Nordeste	Paraiba	2024/34	159
Nordeste	Paraiba	2024/35	158
Nordeste	Paraiba	2024/36	154
Nordeste	Paraiba	2024/37	133
Nordeste	Paraiba	2024/38	122
Nordeste	Paraiba	2024/39	108
Nordeste	Paraiba	2024/40	104
Nordeste	Paraiba	2024/41	118
Nordeste	Paraiba	2024/42	122
Nordeste	Paraiba	2024/43	140
Nordeste	Paraiba	2024/44	129
Nordeste	Paraiba	2024/45	117
Nordeste	Paraiba	2024/46	114
Nordeste	Paraiba	2024/47	130
Nordeste	Paraiba	2024/48	115
Nordeste	Paraiba	2024/49	122
Nordeste	Paraiba	2024/50	130
Nordeste	Paraiba	2024/51	99
Nordeste	Paraiba	2024/52	72
Nordeste	Paraiba	2025/01	87
Nordeste	Paraiba	2025/02	96
Nordeste	Paraiba	2025/03	111
Nordeste	Paraiba	2025/04	159
Nordeste	Paraiba	2025/05	165
Nordeste	Paraiba	2025/06	206
Nordeste	Paraiba	2025/07	298
Nordeste	Paraiba	2025/08	360
Nordeste	Paraiba	2025/09	161
Nordeste	Paraiba	2025/10	164
Nordeste	Paraiba	2025/11	214
Nordeste	Paraiba	2025/12	200
Nordeste	Paraiba	2025/13	199
Nordeste	Paraiba	2025/14	220
Nordeste	Paraiba	2025/15	249
Nordeste	Paraiba	2025/16	277
Nordeste	Paraiba	2025/17	304
Nordeste	Paraiba	2025/18	235
Nordeste	Paraiba	2025/19	260
Nordeste	Paraiba	2025/20	222
Nordeste	Maranhao	2024/01	63
Nordeste	Maranhao	2024/02	87
Nordeste	Maranhao	2024/03	88
Nordeste	Maranhao	2024/04	82
Nordeste	Maranhao	2024/05	130
Nordeste	Maranhao	2024/06	222
Nordeste	Maranhao	2024/07	408
Nordeste	Maranhao	2024/08	621
Nordeste	Maranhao	2024/09	760
Nordeste	Maranhao	2024/10	826
Nordeste	Maranhao	2024/11	959
Nordeste	Maranhao	2024/12	1.098
Nordeste	Maranhao	2024/13	768
Nordeste	Maranhao	2024/14	864
Nordeste	Maranhao	2024/15	800
Nordeste	Maranhao	2024/16	689
Nordeste	Maranhao	2024/17	470
Nordeste	Maranhao	2024/18	404
Nordeste	Maranhao	2024/19	341
Nordeste	Maranhao	2024/20	245
Nordeste	Maranhao	2024/21	222
Nordeste	Maranhao	2024/22	142
Nordeste	Maranhao	2024/23	113
Nordeste	Maranhao	2024/24	104
Nordeste	Maranhao	2024/25	108
Nordeste	Maranhao	2024/26	67
Nordeste	Maranhao	2024/27	52
Nordeste	Maranhao	2024/28	47
Nordeste	Maranhao	2024/29	29
Nordeste	Maranhao	2024/30	35
Nordeste	Maranhao	2024/31	31
Nordeste	Maranhao	2024/32	36
Nordeste	Maranhao	2024/33	27
Nordeste	Maranhao	2024/34	27
Nordeste	Maranhao	2024/35	32
Nordeste	Maranhao	2024/36	23
Nordeste	Maranhao	2024/37	27
Nordeste	Maranhao	2024/38	27
Nordeste	Maranhao	2024/39	19
Nordeste	Maranhao	2024/40	19
Nordeste	Maranhao	2024/41	16
Nordeste	Maranhao	2024/42	23
Nordeste	Maranhao	2024/43	19
Nordeste	Maranhao	2024/44	32
Nordeste	Maranhao	2024/45	22
Nordeste	Maranhao	2024/46	30
Nordeste	Maranhao	2024/47	31
Nordeste	Maranhao	2024/48	26
Nordeste	Maranhao	2024/49	28
Nordeste	Maranhao	2024/50	33
Nordeste	Maranhao	2024/51	14
Nordeste	Maranhao	2024/52	11
Nordeste	Maranhao	2025/01	28
Nordeste	Maranhao	2025/02	53
Nordeste	Maranhao	2025/03	75
Nordeste	Maranhao	2025/04	97
Nordeste	Maranhao	2025/05	130
Nordeste	Maranhao	2025/06	178
Nordeste	Maranhao	2025/07	206
Nordeste	Maranhao	2025/08	349
Nordeste	Maranhao	2025/09	224
Nordeste	Maranhao	2025/10	228
Nordeste	Maranhao	2025/11	323
Nordeste	Maranhao	2025/12	379
Nordeste	Maranhao	2025/13	356
Nordeste	Maranhao	2025/14	367
Nordeste	Maranhao	2025/15	282
Nordeste	Maranhao	2025/16	201
Nordeste	Maranhao	2025/17	286
Nordeste	Maranhao	2025/18	307
Nordeste	Maranhao	2025/19	266
Nordeste	Maranhao	2025/20	88
Nordeste	Ceara	2024/01	66
Nordeste	Ceara	2024/02	74
Nordeste	Ceara	2024/03	102
Nordeste	Ceara	2024/04	142
Nordeste	Ceara	2024/05	178
Nordeste	Ceara	2024/06	176
